file_name,first_cell_id,second_cell_id,divided,first_cell_centroid_x,first_cell_centroid_y,second_cell_centroid_x,second_cell_centroid_y
sample2,565,559,1,431.358,1150.38,412.776,1140.85
sample2,744,727,1,282.47,1410.78,266.105,1383
sample2,706,699,1,290.429,1345.32,302.853,1328.83
sample2,413,392,1,533.423,949.15,533.211,919.86
sample2,260,246,1,541.462,717.416,547.458,694.78
sample2,719,712,1,460.056,1369.42,443.002,1356
sample2,341,334,1,294.539,851.971,271.598,836.01
sample2,593,590,1,381.967,1188.14,395.592,1176.09
sample2,686,684,1,289.269,1307.56,273.919,1314.66
sample2,421,404,1,330.173,947.247,322.283,929.985
sample2,524,502,1,633.473,1095.41,644.705,1067.17
sample2,613,611,1,274.122,1217.57,303.421,1214.68
sample2,422,419,1,484.462,956.071,498.901,946.938
sample2,103,87,1,566.995,424.243,570.297,394.14
sample2,127,115,1,548.47,472.968,541.906,453.708
sample2,142,134,1,475.329,504.201,487.126,490.102
sample2,258,254,1,383.944,712.941,361.506,708.759
sample2,416,393,1,606.578,954.515,617.222,926.826
sample2,469,467,1,174.677,1018.81,197.769,1014.79
sample2,171,165,1,421.2,557.583,436.575,547.129
sample2,639,608,1,649.384,1242.7,638.953,1204.59
sample2,168,155,1,319.882,548.881,311.582,530.229
sample2,256,248,1,509.018,713.452,486.824,703.613
sample2,739,736,1,454.097,1402.5,432.054,1389.05
