file,order,feature,feature_type,op,best_threshold,best_mwm_f1,best_mwm_precision,best_mwm_recall,best_mwm_specificity,best_mwm_accuracy,best_mwm_balanced_accuracy,best_mwm_TP,best_mwm_FP,best_mwm_TN,best_mwm_FN,best_threshold_only_threshold,best_threshold_only_f1,best_threshold_only_precision,best_threshold_only_recall,n_analyzed_rows,skipped_exception,skipped_missing_observed
019_circularityMax__le.csv,19,circularityMax,ratio,<=,0.87,0.27967479674796747,0.2555720653789004,0.3087971274685817,0.8448676265675801,0.7660108279413707,0.5768323770180809,344,1002,5457,770,0.83,0.2786129484866707,0.17935483870967742,0.6238779174147218,7573,51,0
020_circularityDiff__le.csv,20,circularityDiff,ratio,<=,0.47,0.2729375481881265,0.2391891891891892,0.3177737881508079,0.8256696082984982,0.7509573484748449,0.5717216982246531,354,1126,5333,760,0.42,0.25656379548595115,0.14715984147952443,1.0,7573,51,0
021_solidityRatio__ge.csv,21,solidityRatio,ratio,>=,0.98,0.2849271940181031,0.25367904695164684,0.3249551166965889,0.8351137947050628,0.7600686649940578,0.5800344557008258,362,1065,5394,752,1.0,0.2942942942942943,0.1750297669671713,0.9236983842010772,7573,51,0
022_solidityMean__ge.csv,22,solidityMean,ratio,>=,0.99,0.278792692613185,0.25,0.31508078994614,0.8369716674407803,0.7602007130595537,0.5760262286934602,351,1053,5406,763,1.0,0.2942942942942943,0.1750297669671713,0.9236983842010772,7573,51,0
023_solidityMin__ge.csv,23,solidityMin,ratio,>=,0.98,0.2822037257233453,0.2526614620298084,0.31956912028725315,0.8369716674407803,0.7608609533870329,0.5782703938640168,356,1053,5406,758,1.0,0.2942942942942943,0.1750297669671713,0.9236983842010772,7573,51,0
024_solidityMax__ge.csv,24,solidityMax,ratio,>=,0.94,0.24615384615384617,0.21534320323014805,0.2872531418312388,0.8194766991794395,0.7411857916281527,0.5533649205053391,320,1166,5293,794,1.0,0.2590818829575984,0.1489190277964281,0.9955116696588869,7573,51,0
025_solidityDiff__le.csv,25,solidityDiff,ratio,<=,0.02,0.2840283241542093,0.25280112044817926,0.3240574506283663,0.8348041492491097,0.7596725207975703,0.579430799938738,361,1067,5392,753,0.0,0.2942942942942943,0.1750297669671713,0.9236983842010772,7573,51,0
026_vertexCountRatio__ge.csv,26,vertexCountRatio,ratio,>=,0.05,0.3148148148148148,0.27604871447902574,0.36624775583482944,0.8343396810651804,0.7654826356793873,0.6002937184500049,408,1070,5389,706,0.78,0.26669118999448227,0.16770761045570207,0.6508078994614004,7573,51,0
027_vertexCountMean__le.csv,27,vertexCountMean,continuous,<=,6.55,0.380613606047132,0.37709251101321584,0.38420107719928187,0.8905403313206379,0.8160570447642942,0.6373707042599599,428,707,5752,686,5.5,0.3805411629245826,0.28008474576271186,0.5933572710951526,7573,51,0
028_vertexCountMin__ge.csv,28,vertexCountMin,integer,>=,3.0,0.2290820471161657,0.20919881305637983,0.25314183123877915,0.8349589719770862,0.7493727716888947,0.5440504016079327,282,1066,5393,832,3.0,0.25647519281685277,0.1471015449623663,1.0,7573,51,0
029_vertexCountMax__le.csv,29,vertexCountMax,integer,<=,7.0,0.35853542558250123,0.38119312436804853,0.3384201077199282,0.9052484904784023,0.8218671596461112,0.6218342990991652,377,612,5847,737,6.0,0.3742162026586406,0.259658893143056,0.6696588868940754,7573,51,0
030_vertexCountDiff__le.csv,30,vertexCountDiff,integer,<=,8.0,0.31830443159922933,0.27886563133018233,0.37073608617594256,0.8346493265211333,0.7664069721378581,0.6026927063485379,413,1068,5391,701,2.0,0.2758136924803592,0.16345194546059194,0.8824057450628366,7573,51,0
031_centroidDistance__le.csv,31,centroidDistance,continuous,<=,29.0,0.6574119980168568,0.7342192691029901,0.5951526032315978,0.9628425452856479,0.9087547867423742,0.7789975742586228,663,240,6219,451,25.0,0.4927905004240883,0.4670418006430868,0.5215439856373429,7573,51,0
032_centroidDistanceNormalized__le.csv,32,centroidDistanceNormalized,continuous,<=,1.1,0.6207455429497569,0.5657311669128509,0.6876122082585279,0.9089642359498374,0.8764030106958933,0.7982882221041827,766,588,5871,348,0.93,0.5365668813944676,0.4642622950819672,0.6355475763016158,7573,51,0
033_unionAspectRatio__le.csv,33,unionAspectRatio,continuous,<=,2.38,0.3139220979560355,0.27518593644354294,0.3653500897666068,0.8340300356092274,0.7650864914828998,0.5996900626879171,407,1072,5387,707,1.42,0.27992311724619956,0.1737904100672597,0.7190305206463196,7573,51,0
034_unionCircularity__ge.csv,34,unionCircularity,ratio,>=,0.69,0.7927765237020314,0.7974568574023615,0.7881508078994613,0.9654745316612479,0.9393899379374092,0.8768126697803547,878,223,6236,236,0.72,0.7429562201993931,0.7183570829840737,0.7692998204667864,7573,51,0
035_unionConvexDeficiency__le.csv,35,unionConvexDeficiency,ratio,<=,0.21,0.8953386103781883,0.8775862068965518,0.9138240574506283,0.9780151726273417,0.9685725604119899,0.945919615038985,1018,142,6317,96,0.13,0.799819657348963,0.8034420289855072,0.796229802513465,7573,51,0
036_normalizedSharedEdgeLength__ge.csv,36,normalizedSharedEdgeLength,continuous,>=,0.82,0.8109043704024232,0.7827903091060986,0.8411131059245961,0.9597460907261186,0.9422949953783177,0.9004295983253574,937,260,6199,177,0.98,0.715008431703204,0.6740858505564388,0.7612208258527827,7573,51,0
037_sharedEdgeLength__ge.csv,37,sharedEdgeLength,continuous,>=,16.0,0.7008,0.6320346320346321,0.7863554757630161,0.9210404087320019,0.9012280470091113,0.8536979422475091,876,510,5949,238,26.0,0.49739981645763237,0.37726218097447795,0.729802513464991,7573,51,0
038_sharedEdgeUnsharedVerticesDistance__le.csv,38,sharedEdgeUnsharedVerticesDistance,continuous,<=,26.5,0.6394495412844036,0.6538461538461539,0.625673249551167,0.9428704133766836,0.8962102205202693,0.7842718314639253,697,369,6090,417,21.5,0.48119122257053293,0.42698191933240615,0.5511669658886894,7573,51,0
039_sharedEdgeUnsharedVerticesDistanceNormalized__le.csv,39,sharedEdgeUnsharedVerticesDistanceNormalized,continuous,<=,1.12,0.5874561745227893,0.5189263592567103,0.6768402154398564,0.8917789131444496,0.860161098639905,0.7843095642921529,754,699,5760,360,0.76,0.48525135022850024,0.45166279969064194,0.5242369838420108,7573,51,0
040_centroidSharedEdgeDistance__le.csv,40,centroidSharedEdgeDistance,continuous,<=,15.0,0.6307765602667937,0.6720812182741117,0.5942549371633752,0.9499922588636012,0.8976627492407236,0.7721235980134882,662,323,6136,452,12.5,0.4682508765095443,0.4136269786648314,0.5394973070017953,7573,51,0
041_centroidSharedEdgeDistanceNormalized__le.csv,41,centroidSharedEdgeDistanceNormalized,continuous,<=,0.55,0.6084867894315452,0.5491329479768786,0.6822262118491921,0.9033906177426846,0.870856991945068,0.7928084147959383,760,624,5835,354,0.45,0.49620060790273557,0.43017127799736493,0.5861759425493717,7573,51,0
042_sharedEdgeUnionCentroidDistance__le.csv,42,sharedEdgeUnionCentroidDistance,continuous,<=,24.5,0.36482838411106827,0.3198106828938472,0.4245960502692998,0.8442483356556743,0.7825168361283508,0.634422192962487,473,1006,5453,641,7.0,0.30311096323407083,0.18603226465182765,0.8177737881508079,7573,51,0
043_sharedEdgeUnionCentroidDistanceNormalized__le.csv,43,sharedEdgeUnionCentroidDistanceNormalized,continuous,<=,0.69,0.358278402481582,0.315358361774744,0.414721723518851,0.8447128038396037,0.781460451604384,0.6297172636792273,462,1003,5456,652,0.21,0.2828353022932592,0.17535545023696683,0.7307001795332136,7573,51,0
044_sharedEdgeUnionAxisAngleDegrees__le.csv,44,sharedEdgeUnionAxisAngleDegrees,angle,<=,178.0,0.33410315627405696,0.29245283018867924,0.3895870736086176,0.8374361356247098,0.7715568466921959,0.6135116046166637,434,1050,5409,680,52.0,0.27039448487169665,0.23580494321977288,0.31687612208258525,7573,51,0
045_junctionAngleAverageDegrees__ge.csv,45,junctionAngleAverageDegrees,angle,>=,145.0,0.9325486645540968,0.9406392694063926,0.9245960502692998,0.9899365226815297,0.9803248382411198,0.9572662864754147,1030,65,6394,84,146.0,0.8672199170124482,0.8063271604938271,0.9380610412926391,7573,51,0
046_junctionAngleMaxDegrees__ge.csv,46,junctionAngleMaxDegrees,angle,>=,147.0,0.8192771084337349,0.7867768595041322,0.8545780969479354,0.9600557361820715,0.944539812491747,0.9073169165650035,952,258,6201,162,160.0,0.7211690363349131,0.6438645980253879,0.8195691202872532,7573,51,0
047_junctionAngleMinDegrees__ge.csv,47,junctionAngleMinDegrees,angle,>=,129.0,0.9201053555750659,0.9003436426116839,0.940754039497307,0.9820405635547298,0.975967252079757,0.9613973015260184,1048,116,6343,66,140.0,0.8478452066842568,0.8310344827586207,0.8653500897666068,7573,51,0
048_junctionAngleDifferenceDegrees__le.csv,48,junctionAngleDifferenceDegrees,angle,<=,133.0,0.4069230769230769,0.35598923283983847,0.4748653500897666,0.8518346493265211,0.796381883005414,0.6633499997081438,529,957,5502,585,21.0,0.3311713086608165,0.21027131782945738,0.7791741472172352,7573,51,0
049_junctionAngleRatio__ge.csv,49,junctionAngleRatio,ratio,>=,0.67,0.45355191256830607,0.40124309392265195,0.5215439856373429,0.8657686948444031,0.8151327083058233,0.6936563402408731,581,867,5592,533,0.89,0.3955773955773955,0.2723274695534506,0.72262118491921,7573,51,0
