genotype,primordium_id,source_file,cell_1_id,cell_2_id,pair_centroid_x,pair_centroid_y,x_norm,y_norm,region,angle,junction_angle_mean
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,57,66,308.13152349999996,348.2053065,0.12482015335700924,0.388668679170096,basal,67.54544805192096,171.308069
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,58,71,629.8916275,358.5137545,0.7134912702887957,0.40282265679165824,basal,84.40632270027419,145.526787
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,60,73,461.4836255,365.389046,0.4053830697842654,0.4122627511717935,basal,85.46153189314589,150.141467
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,62,63,359.70574750000003,363.7558265,0.2191769603990973,0.4100202649843384,basal,1.9403481679214534,164.422959
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,64,76,587.054329,378.939746,0.6351189673188311,0.4308684912945067,basal,84.09433996278084,156.749138
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,69,81,683.8520845,391.827138,0.8122137722318571,0.4485634787425008,basal,76.49920739376297,178.671377
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,72,85,767.063386,409.0632185,0.9644516947909343,0.47222941736686447,basal,85.8299548033065,170.465317
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,74,75,416.82793749999996,396.933785,0.32368396102118085,0.4555751421237603,basal,17.514324089157345,162.457376
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,77,97,522.262477,421.79339400000003,0.5165800577064726,0.48970853926237773,basal,85.16050971259361,150.797265
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,78,79,305.1120785,400.333203,0.11929597544132807,0.460242700838548,basal,6.984405662222144,161.101496
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,80,96,650.341586,428.00127,0.7509051689099985,0.4982322411796239,basal,56.21463421932528,168.044849
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,82,83,363.650935,422.9012635,0.22639481588602337,0.49122969551311607,basal,30.652457884455558,167.590337
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,84,93,558.863038,426.782736,0.5835420360759226,0.49655913743334584,basal,65.33029972009226,179.683251
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,86,88,250.35863799999998,431.393892,0.01912268305889798,0.5028904686709417,apical,31.56975206812671,172.318682
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,89,99,453.860133,445.0842,0.39143562947359195,0.5216878970582502,apical,83.66511385784325,147.94055
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,95,98,612.629373,458.87573150000003,0.6819093851795225,0.5406243100098478,apical,36.03075368346017,158.828319
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,100,110,327.5044745,485.411695,0.16026362991504392,0.5770594196932445,apical,32.99561581075442,154.874549
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,101,117,744.5397694999999,497.306772,0.9232439679237205,0.5933919125830335,apical,77.76213983917573,177.577195
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,102,131,242.991847,528.6212635,0.005644886923634991,0.6363881630294247,apical,84.95120724860652,169.529541
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,103,113,382.432595,482.1732255,0.2607565053328699,0.5726128507401769,apical,87.90864659461464,162.79683
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,105,127,781.5973515000001,521.0839665000001,0.9910420818462948,0.6260391043675323,apical,81.25934858662238,168.986753
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,106,114,423.3624045,483.2819955,0.3356389919265784,0.5741352434192164,apical,75.2163983134848,165.459678
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,107,108,547.8706505,484.52351999999996,0.5634310871206973,0.5758399141892121,apical,3.1635807190283876,147.999302
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,109,122,281.95904900000005,513.428974,0.07693671595986182,0.6155284443207214,apical,81.03098458646345,170.814809
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,111,112,657.4879525,499.274555,0.7639796908823027,0.596093769986407,apical,6.903549088980508,170.786242
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,115,116,601.140451,515.618604,0.6608900093712583,0.6185349079532197,apical,13.640836121668233,158.109438
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,118,132,470.7147615,533.323293,0.4222717488719289,0.6428442678008631,apical,77.81543809969025,147.215456
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,120,133,696.3382075,549.1002490000001,0.8350575613815449,0.6645067607542516,apical,88.51030730782522,163.598762
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,121,124,419.073207,535.4648505,0.3277917583768714,0.6457847256593388,apical,8.968982187338563,152.408035
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,125,126,548.519763,543.6863965,0.5646186606440742,0.6570732899610304,apical,48.13780284739013,145.699924
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,128,137,332.196498,561.549124,0.16884784741149025,0.6815996440053117,apical,66.63029107636493,165.53906
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,129,130,641.5141505,555.001045,0.734755073696739,0.6726088275768618,apical,32.84505957625726,166.999624
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,134,160,522.044207,625.5354605,0.5161807252749644,0.7694558542618652,apical,86.94405624925999,149.191975
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,135,148,591.898602,594.6905650000001,0.6439817304836281,0.7271043809220935,apical,75.669820134232,169.591304
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,138,151,390.308852,600.1172025000001,0.2751663869427783,0.7345554061137936,apical,66.37200993315155,159.524119
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,140,156,304.9864725,617.211501,0.11906617496763934,0.7580266714706448,apical,82.12496225234499,158.140955
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,141,153,422.234666,604.0199700000001,0.3335757557635208,0.739914087057536,apical,72.72429465500504,164.833514
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,143,161,625.4398975,631.4494985,0.7053466779704803,0.7775761029651684,apical,87.16486690970703,159.005136
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,144,162,490.704301,639.9461925,0.45884329518277,0.7892424582432144,apical,87.15409171726574,158.093163
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,145,166,774.9428685,643.5342525,0.9788674775634295,0.7941690311807528,apical,82.11955988671401,155.968341
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,147,158,371.046878,625.153051,0.2399259466025084,0.7689307882669383,apical,71.54234631667643,171.887224
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,150,171,558.8318485,666.056824,0.5834849738187525,0.8250935673467241,apical,85.13514222865183,165.008676
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,152,157,726.8625205000001,634.874237,0.8909028361807024,0.7822784279018322,apical,35.67387794822984,158.862147
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,155,167,340.90889749999997,644.6219355000001,0.1847874803276361,0.7956624704299351,apical,84.33216782185951,168.024395
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,159,176,454.1698725,680.342711,0.39200230848430884,0.8447087533477755,apical,81.25871335021415,166.281301
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,165,177,412.734796,680.8320395,0.3161954186300931,0.8453806240928762,apical,73.31541513664583,159.71927
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,168,173,667.6483895,689.311719,0.7825685579386891,0.8570236176726101,apical,35.340292844545885,171.201346
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,169,183,714.0821615,713.5555925,0.867520732203886,0.890311581387321,apical,84.04309994029238,162.757171
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,170,180,295.704351,701.3629189999999,0.10208421616363063,0.8735704746886196,apical,73.82199369066133,165.447022
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,174,179,339.74911799999995,708.548346,0.18266562405903047,0.883436399506727,apical,46.94150200684877,158.017731
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,181,188,753.1195485000001,746.1728365,0.9389409670984783,0.9350965714899081,apical,73.20739465974331,165.68672
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,182,187,396.8022355,735.4535025,0.28704625417955487,0.9203784283170415,apical,59.85175441722062,176.394888
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,184,190,644.408281,767.781279,0.7400499844479529,0.9647659661050639,apical,83.76419288841353,172.383839
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-10-polygonal-network,4.5d-rpl4d-3-10-polygonal-network.json,185,189,327.18302900000003,762.6186815000001,0.15967553437689203,0.9576774800900856,apical,55.94093786414064,167.77308
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,0,3,506.75730899999996,75.43221299999999,0.4874032346239506,0.013009796954053927,basal,54.69032619819903,165.2164
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,1,4,448.3643205,95.3129875,0.34848866711169074,0.03573235149053209,basal,6.683500016836774,145.351022
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,2,6,560.044656,118.9085385,0.614171686668167,0.06270067681486749,basal,64.30295267295607,159.338047
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,5,10,396.2399185,140.4573575,0.22448681437786153,0.08732970798888923,basal,82.5452911417061,170.346826
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,7,11,503.478652,149.4103585,0.47960344168860464,0.09756246091748581,basal,88.36769352280986,156.907798
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,8,9,445.27855750000003,153.0047515,0.3411477612323773,0.10167064045385324,basal,26.183361967358675,173.39341
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,12,16,543.8727455000001,201.49210549999998,0.5756993630097458,0.15708883080627242,basal,64.25588077641356,160.346041
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,13,17,404.025571,214.425751,0.24300856806132387,0.17187122599058607,basal,63.60226705946246,167.580633
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,14,22,595.6123565,242.88941749999998,0.6987858134543494,0.2044035206632295,basal,79.59450907723401,161.844606
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,15,19,464.04450199999997,234.2410925,0.3857911872864585,0.19451899446121024,basal,89.73215196828474,156.436194
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,21,24,543.935779,269.722911,0.5758493171671919,0.23507262359269449,basal,82.59906138538172,167.082307
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,23,26,653.7666274999999,297.410073,0.837132481649894,0.26671741934777465,basal,42.18174895167318,166.603819
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,25,30,420.81052850000003,318.57296199999996,0.28293930583858573,0.29090535525801453,basal,81.15935169901523,154.126792
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,27,35,485.1197005,346.063663,0.4359282355874294,0.3223256076590724,basal,88.31829277732032,145.649786
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,28,29,362.36287400000003,332.124905,0.1438946901143281,0.30639442807521006,basal,32.332471822711526,172.711814
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,31,37,588.5952259999999,349.7696635,0.6820923426520354,0.326561347995721,basal,84.07102030451381,164.759963
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,33,38,543.713714,366.592824,0.5753210334771969,0.3457892297835848,basal,79.7694984187485,161.747148
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,40,45,352.2675615,431.176573,0.11987834832633043,0.41960465175432926,basal,57.11048576494858,156.859319
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,41,42,654.502444,404.66873,0.8388829594639536,0.3893077481698184,basal,88.04258229717503,167.115958
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,43,52,614.2326410000001,458.3922935,0.7430827202357645,0.45071061763663406,basal,86.81182953407722,158.165873
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,44,56,492.70444499999996,475.06686149999996,0.45397203723167107,0.4697686669471482,basal,88.16697412188384,153.834978
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,46,54,397.597437,471.20723799999996,0.22771629620712935,0.4653573445678806,basal,77.39407545109343,160.925324
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,47,49,547.60208,454.703289,0.5845712995638415,0.44649430272714385,basal,69.0820659798805,163.688822
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,51,58,654.887375,505.488644,0.8397986948075398,0.5045389729004262,apical,86.26303313883461,174.892084
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,53,59,694.5095125,495.749641,0.9340581638998572,0.4934078659710445,basal,79.45517471747576,173.466035
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,55,65,347.977887,522.9954325,0.10967338548330231,0.5245482012355617,apical,69.19192734478266,155.801246
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,57,68,594.2402375,555.814035,0.6955215976237047,0.562057931307559,apical,84.68347472523833,162.426312
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,60,66,532.2833880000001,549.0855945,0.5481287483484073,0.5543677200330083,apical,77.39823170771271,159.378184
rpl4d-3,rpl4d-3__4.5d-rpl4d-3-11-polygonal-network,4.5d-rpl4d-3-11-polygonal-network.json,61,72,324.8001905,571.5392870000001,0.05453457913109917,0.580030968332342,apical,76.29034163332244,164.201851
