filename,cell_1_id,cell_2_id,division_timing,observed_division,estimated_division,distance,distance_normalized,area_ratio,area_diff,convex_deficiency,area_min,area_max,area_mean,perimeter_ratio,perimeter_min,perimeter_max,perimeter_mean,perimeter_diff,aspect_ratio,compactness_min,compactness_max,compactness_mean,compactness_diff,elongation_ratio,elongation_min,elongation_max,elongation_mean,elongation_diff,solidity_ratio,solidity_min,solidity_max,solidity_mean,solidity_diff,vertex_count_ratio,vertex_count_min,vertex_count_max,vertex_count_mean,vertex_count_diff,union_aspect_ratio,union_circularity,shared_edge_length,shared_edge_length_normalized,shared_edge_vertex_distance,shared_edge_vertex_distance_normalized,centroid_shared_edge_distance,centroid_shared_edge_distance_normalized,union_centroid_edge_distance,union_centroid_edge_distance_normalized,union_axis_shared_edge_angle,junction_angle_ratio,junction_angle_diff,junction_angle_min,junction_angle_max,junction_angle_mean
18-84h.json,12,16,-1,0,0,22.594264,0.978483,0.757998,147.500000,0.210919,462.000000,609.500000,535.750000,0.862784,84.315737,97.725215,91.020476,13.409478,0.993590,0.801992,0.816647,0.809320,0.014655,0.993590,1.192308,1.200000,1.196154,0.007692,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.000000,6.000000,5.500000,1.000000,1.021739,0.669731,20.124612,0.871530,18.148147,0.785936,11.192740,0.484721,3.236508,0.140162,67.306009,0.959317,5.040505,118.855661,123.896167,121.375914
18-84h.json,12,17,-1,0,0,22.746130,1.048962,0.965517,16.500000,0.329612,462.000000,478.500000,470.250000,0.987315,84.315737,85.398984,84.857360,1.083247,0.928571,0.816647,0.824492,0.820570,0.007845,0.928571,1.107143,1.192308,1.149725,0.085165,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.000000,6.000000,5.500000,1.000000,1.045455,0.595566,14.422205,0.665095,17.903521,0.825640,11.369601,0.524321,0.485055,0.022369,74.831739,0.628924,49.431039,83.779050,133.210089,108.494570
18-84h.json,12,23,-1,0,0,25.605060,1.205109,0.954545,21.000000,0.574751,441.000000,462.000000,451.500000,0.967157,81.546576,84.315737,82.931156,2.769161,0.900836,0.816647,0.833368,0.825008,0.016721,0.900836,1.074074,1.192308,1.133191,0.118234,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,5.000000,5.000000,5.000000,0.000000,1.965517,0.519797,9.055385,0.426194,20.593145,0.969222,12.760842,0.600592,1.129915,0.053180,83.655338,0.966797,3.758556,109.440035,113.198591,111.319313
18-84h.json,13,17,12,1,1,22.443802,0.925485,0.674894,230.500000,0.126316,478.500000,709.000000,593.750000,0.847979,85.398984,100.708864,93.053924,15.309880,0.931452,0.824492,0.878457,0.851475,0.053965,0.931452,1.031250,1.107143,1.069196,0.075893,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,1.068182,0.779056,23.853721,0.983624,17.955945,0.740425,11.146126,0.459618,2.962754,0.122171,74.352624,0.963009,5.667793,147.553367,153.221160,150.387263
18-84h.json,13,18,-1,0,0,29.423442,1.105068,0.999828,0.121607,0.203422,708.878393,709.000000,708.939196,0.987553,100.708864,101.978175,101.343520,1.269312,0.835216,0.856578,0.878457,0.867518,0.021879,0.835216,1.031250,1.234710,1.132980,0.203460,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.000000,7.000000,6.500000,1.000000,1.307876,0.646814,18.357560,0.689462,23.817148,0.894510,14.648108,0.550145,0.361152,0.013564,85.894312,0.794373,28.488544,110.056222,138.544766,124.300494
18-84h.json,13,24,-1,0,0,31.901836,1.226639,0.909098,64.449410,0.465057,644.550590,709.000000,676.775295,0.954003,96.076600,100.708864,98.392732,4.632264,0.970997,0.877469,0.878457,0.877963,0.000989,0.970997,1.001341,1.031250,1.016296,0.029909,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.000000,7.000000,6.500000,1.000000,1.878788,0.544856,10.049876,0.386422,24.893763,0.957175,15.836601,0.608924,2.028638,0.078002,85.858414,0.761826,29.742072,95.133359,124.875431,110.004395
18-84h.json,14,16,16,1,1,17.269950,0.739083,0.797375,123.500000,0.036513,486.000000,609.500000,547.750000,0.941163,91.975394,97.725215,94.850304,5.749821,0.900000,0.721943,0.801992,0.761968,0.080050,0.900000,1.200000,1.333333,1.266667,0.133333,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.000000,6.000000,5.500000,1.000000,1.047619,0.864774,31.764760,1.359401,14.738077,0.630729,8.563881,0.366499,1.927139,0.082474,34.453711,0.839755,28.551158,149.620874,178.172032,163.896453
18-84h.json,14,21,-1,0,0,30.778547,1.222648,0.606742,315.000000,0.375291,486.000000,801.000000,643.500000,0.831046,91.975394,110.674288,101.324841,18.698895,0.770270,0.721943,0.821767,0.771855,0.099825,0.770270,1.027027,1.333333,1.180180,0.306306,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.000000,6.000000,5.500000,1.000000,1.431818,0.550456,15.620499,0.620509,25.130380,0.998280,14.449119,0.573977,2.929428,0.116369,67.731670,0.621388,63.035247,103.454949,166.490196,134.972573
18-84h.json,15,19,-1,0,0,35.002108,1.347346,0.705329,235.000000,0.506618,562.500000,797.500000,680.000000,0.867366,94.379348,108.811481,101.595415,14.432133,0.673372,0.793558,0.846430,0.819994,0.052873,0.673372,1.275862,1.894737,1.585299,0.618875,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,6.000000,6.000000,6.000000,0.000000,2.029412,0.488380,8.062258,0.310343,26.877787,1.034614,17.118761,0.658957,2.589575,0.099681,72.204659,0.930464,7.571137,101.309932,108.881069,105.095501
18-84h.json,15,20,-1,0,0,23.258841,1.010584,0.396865,481.000000,0.244165,316.500000,797.500000,557.000000,0.717374,78.058488,108.811481,93.434985,30.752993,0.617353,0.652745,0.846430,0.749587,0.193685,0.617353,1.275862,2.066667,1.671264,0.790805,1.000000,1.000000,1.000000,1.000000,0.000000,0.833333,5.000000,6.000000,5.500000,1.000000,1.500000,0.644110,19.723083,0.856957,18.914276,0.821815,11.011516,0.478444,8.149044,0.354072,49.901250,0.882678,15.103141,113.629378,128.732519,121.180948
18-84h.json,15,22,-1,0,0,24.983313,0.986815,0.628840,296.000000,0.345651,501.500000,797.500000,649.500000,0.786302,85.558719,108.811481,97.185100,23.252763,0.812813,0.846430,0.860899,0.853665,0.014469,0.812813,1.037037,1.275862,1.156450,0.238825,1.000000,1.000000,1.000000,1.000000,0.000000,0.857143,6.000000,7.000000,6.500000,1.000000,1.136364,0.642118,17.464249,0.689820,17.992775,0.710696,12.487697,0.493251,4.081728,0.161224,79.239065,0.894402,12.720873,107.744672,120.465545,114.105108
