job_index,split_index,split_id,model_name,feature_mode,status,elapsed_seconds,worker_pid,worker_log,summary_json,error
282,35,split_036,svm,all,succeeded,176.73146682605147,3101792,output/all_satisfying_primordia_splits/split_036/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_036/models/all/svm/training_summary.json,
283,35,split_036,xgboost,all,succeeded,204.92122005298734,3101779,output/all_satisfying_primordia_splits/split_036/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_036/models/all/xgboost/training_summary.json,
284,35,split_036,lightgbm,all,succeeded,234.79063170962036,3101773,output/all_satisfying_primordia_splits/split_036/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_036/models/all/lightgbm/training_summary.json,
285,35,split_036,lr,selected4,succeeded,220.04479656368494,3101777,output/all_satisfying_primordia_splits/split_036/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_036/models/selected4/lr/training_summary.json,
286,35,split_036,svm,selected4,succeeded,172.64815561659634,3101763,output/all_satisfying_primordia_splits/split_036/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_036/models/selected4/svm/training_summary.json,
287,35,split_036,xgboost,selected4,succeeded,195.80102716386318,3101764,output/all_satisfying_primordia_splits/split_036/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_036/models/selected4/xgboost/training_summary.json,
288,35,split_036,lightgbm,selected4,succeeded,201.55912480689585,3101768,output/all_satisfying_primordia_splits/split_036/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_036/models/selected4/lightgbm/training_summary.json,
289,36,split_037,lr,all,succeeded,209.09077973850071,3101799,output/all_satisfying_primordia_splits/split_037/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_037/models/all/lr/training_summary.json,
290,36,split_037,svm,all,succeeded,175.75135918334126,3101765,output/all_satisfying_primordia_splits/split_037/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_037/models/all/svm/training_summary.json,
291,36,split_037,xgboost,all,succeeded,202.89437972195446,3101778,output/all_satisfying_primordia_splits/split_037/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_037/models/all/xgboost/training_summary.json,
292,36,split_037,lightgbm,all,succeeded,241.26321117393672,3101788,output/all_satisfying_primordia_splits/split_037/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_037/models/all/lightgbm/training_summary.json,
293,36,split_037,lr,selected4,succeeded,216.4672424197197,3101783,output/all_satisfying_primordia_splits/split_037/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_037/models/selected4/lr/training_summary.json,
294,36,split_037,svm,selected4,succeeded,176.0806716233492,3101787,output/all_satisfying_primordia_splits/split_037/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_037/models/selected4/svm/training_summary.json,
295,36,split_037,xgboost,selected4,succeeded,195.99487250484526,3101800,output/all_satisfying_primordia_splits/split_037/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_037/models/selected4/xgboost/training_summary.json,
296,36,split_037,lightgbm,selected4,succeeded,211.660698402673,3101795,output/all_satisfying_primordia_splits/split_037/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_037/models/selected4/lightgbm/training_summary.json,
297,37,split_038,lr,all,succeeded,218.62169433571398,3101774,output/all_satisfying_primordia_splits/split_038/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_038/models/all/lr/training_summary.json,
298,37,split_038,svm,all,succeeded,171.5100204255432,3101793,output/all_satisfying_primordia_splits/split_038/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_038/models/all/svm/training_summary.json,
299,37,split_038,xgboost,all,succeeded,199.151205888018,3101790,output/all_satisfying_primordia_splits/split_038/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_038/models/all/xgboost/training_summary.json,
300,37,split_038,lightgbm,all,succeeded,233.0323387477547,3101772,output/all_satisfying_primordia_splits/split_038/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_038/models/all/lightgbm/training_summary.json,
301,37,split_038,lr,selected4,succeeded,213.68341143988073,3101798,output/all_satisfying_primordia_splits/split_038/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_038/models/selected4/lr/training_summary.json,
302,37,split_038,svm,selected4,succeeded,170.35966499708593,3101794,output/all_satisfying_primordia_splits/split_038/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_038/models/selected4/svm/training_summary.json,
303,37,split_038,xgboost,selected4,succeeded,193.82885661907494,3101769,output/all_satisfying_primordia_splits/split_038/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_038/models/selected4/xgboost/training_summary.json,
304,37,split_038,lightgbm,selected4,succeeded,200.68540029413998,3101797,output/all_satisfying_primordia_splits/split_038/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_038/models/selected4/lightgbm/training_summary.json,
305,38,split_039,lr,all,succeeded,205.688067920506,3101782,output/all_satisfying_primordia_splits/split_039/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_039/models/all/lr/training_summary.json,
306,38,split_039,svm,all,succeeded,169.9254644755274,3101786,output/all_satisfying_primordia_splits/split_039/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_039/models/all/svm/training_summary.json,
307,38,split_039,xgboost,all,succeeded,197.15699707902968,3101767,output/all_satisfying_primordia_splits/split_039/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_039/models/all/xgboost/training_summary.json,
308,38,split_039,lightgbm,all,succeeded,234.1052234750241,3101784,output/all_satisfying_primordia_splits/split_039/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_039/models/all/lightgbm/training_summary.json,
309,38,split_039,lr,selected4,succeeded,219.71212291531265,3101791,output/all_satisfying_primordia_splits/split_039/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_039/models/selected4/lr/training_summary.json,
310,38,split_039,svm,selected4,succeeded,169.01189547218382,3101771,output/all_satisfying_primordia_splits/split_039/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_039/models/selected4/svm/training_summary.json,
311,38,split_039,xgboost,selected4,succeeded,192.33083857223392,3101785,output/all_satisfying_primordia_splits/split_039/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_039/models/selected4/xgboost/training_summary.json,
312,38,split_039,lightgbm,selected4,succeeded,196.09591882489622,3101776,output/all_satisfying_primordia_splits/split_039/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_039/models/selected4/lightgbm/training_summary.json,
313,39,split_040,lr,all,succeeded,206.48938761092722,3101775,output/all_satisfying_primordia_splits/split_040/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_040/models/all/lr/training_summary.json,
314,39,split_040,svm,all,succeeded,169.18284075520933,3101792,output/all_satisfying_primordia_splits/split_040/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_040/models/all/svm/training_summary.json,
315,39,split_040,xgboost,all,succeeded,200.55134918354452,3101781,output/all_satisfying_primordia_splits/split_040/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_040/models/all/xgboost/training_summary.json,
316,39,split_040,lightgbm,all,succeeded,232.81035269796848,3101789,output/all_satisfying_primordia_splits/split_040/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_040/models/all/lightgbm/training_summary.json,
317,39,split_040,lr,selected4,succeeded,214.67996416054666,3101780,output/all_satisfying_primordia_splits/split_040/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_040/models/selected4/lr/training_summary.json,
318,39,split_040,svm,selected4,succeeded,170.6106738112867,3101763,output/all_satisfying_primordia_splits/split_040/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_040/models/selected4/svm/training_summary.json,
319,39,split_040,xgboost,selected4,succeeded,188.48194152116776,3101796,output/all_satisfying_primordia_splits/split_040/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_040/models/selected4/xgboost/training_summary.json,
320,39,split_040,lightgbm,selected4,succeeded,202.99698932096362,3101779,output/all_satisfying_primordia_splits/split_040/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_040/models/selected4/lightgbm/training_summary.json,
321,40,split_041,lr,all,succeeded,195.00309853069484,3101764,output/all_satisfying_primordia_splits/split_041/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_041/models/all/lr/training_summary.json,
322,40,split_041,svm,all,succeeded,169.97566355392337,3101765,output/all_satisfying_primordia_splits/split_041/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_041/models/all/svm/training_summary.json,
323,40,split_041,xgboost,all,succeeded,189.25124736316502,3101768,output/all_satisfying_primordia_splits/split_041/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_041/models/all/xgboost/training_summary.json,
324,40,split_041,lightgbm,all,succeeded,226.57585173286498,3101773,output/all_satisfying_primordia_splits/split_041/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_041/models/all/lightgbm/training_summary.json,
325,40,split_041,lr,selected4,succeeded,207.673224452883,3101777,output/all_satisfying_primordia_splits/split_041/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_041/models/selected4/lr/training_summary.json,
326,40,split_041,svm,selected4,succeeded,165.18029019981623,3101787,output/all_satisfying_primordia_splits/split_041/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_041/models/selected4/svm/training_summary.json,
327,40,split_041,xgboost,selected4,succeeded,182.80019023269415,3101778,output/all_satisfying_primordia_splits/split_041/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_041/models/selected4/xgboost/training_summary.json,
328,40,split_041,lightgbm,selected4,succeeded,191.19885954633355,3101799,output/all_satisfying_primordia_splits/split_041/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_041/models/selected4/lightgbm/training_summary.json,
329,41,split_042,lr,all,succeeded,201.56528172455728,3101793,output/all_satisfying_primordia_splits/split_042/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_042/models/all/lr/training_summary.json,
330,41,split_042,svm,all,succeeded,168.40937818959355,3101800,output/all_satisfying_primordia_splits/split_042/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_042/models/all/svm/training_summary.json,
331,41,split_042,xgboost,all,succeeded,193.26884820312262,3101794,output/all_satisfying_primordia_splits/split_042/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_042/models/all/xgboost/training_summary.json,
332,41,split_042,lightgbm,all,succeeded,230.3179918602109,3101783,output/all_satisfying_primordia_splits/split_042/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_042/models/all/lightgbm/training_summary.json,
333,41,split_042,lr,selected4,succeeded,206.64458386227489,3101786,output/all_satisfying_primordia_splits/split_042/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_042/models/selected4/lr/training_summary.json,
334,41,split_042,svm,selected4,succeeded,167.5396481808275,3101795,output/all_satisfying_primordia_splits/split_042/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_042/models/selected4/svm/training_summary.json,
335,41,split_042,xgboost,selected4,succeeded,185.11784083768725,3101790,output/all_satisfying_primordia_splits/split_042/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_042/models/selected4/xgboost/training_summary.json,
336,41,split_042,lightgbm,selected4,succeeded,195.594593225047,3101788,output/all_satisfying_primordia_splits/split_042/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_042/models/selected4/lightgbm/training_summary.json,
337,42,split_043,lr,all,succeeded,196.254104943946,3101774,output/all_satisfying_primordia_splits/split_043/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_043/models/all/lr/training_summary.json,
338,42,split_043,svm,all,succeeded,170.00280322879553,3101771,output/all_satisfying_primordia_splits/split_043/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_043/models/all/svm/training_summary.json,
339,42,split_043,xgboost,all,succeeded,193.67872378602624,3101769,output/all_satisfying_primordia_splits/split_043/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_043/models/all/xgboost/training_summary.json,
340,42,split_043,lightgbm,all,succeeded,230.83984254859388,3101798,output/all_satisfying_primordia_splits/split_043/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_043/models/all/lightgbm/training_summary.json,
341,42,split_043,lr,selected4,succeeded,209.6641739550978,3101797,output/all_satisfying_primordia_splits/split_043/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_043/models/selected4/lr/training_summary.json,
342,42,split_043,svm,selected4,succeeded,167.86590601317585,3101767,output/all_satisfying_primordia_splits/split_043/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_043/models/selected4/svm/training_summary.json,
343,42,split_043,xgboost,selected4,succeeded,184.40774739347398,3101782,output/all_satisfying_primordia_splits/split_043/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_043/models/selected4/xgboost/training_summary.json,
344,42,split_043,lightgbm,selected4,succeeded,195.36606257222593,3101792,output/all_satisfying_primordia_splits/split_043/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_043/models/selected4/lightgbm/training_summary.json,
345,43,split_044,lr,all,succeeded,202.9931866209954,3101772,output/all_satisfying_primordia_splits/split_044/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_044/models/all/lr/training_summary.json,
346,43,split_044,svm,all,succeeded,170.648419264704,3101785,output/all_satisfying_primordia_splits/split_044/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_044/models/all/svm/training_summary.json,
347,43,split_044,xgboost,all,succeeded,199.32003539800644,3101776,output/all_satisfying_primordia_splits/split_044/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_044/models/all/xgboost/training_summary.json,
348,43,split_044,lightgbm,all,succeeded,239.91947471164167,3101763,output/all_satisfying_primordia_splits/split_044/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_044/models/all/lightgbm/training_summary.json,
349,43,split_044,lr,selected4,succeeded,227.97471514716744,3101791,output/all_satisfying_primordia_splits/split_044/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_044/models/selected4/lr/training_summary.json,
350,43,split_044,svm,selected4,succeeded,172.01723970472813,3101775,output/all_satisfying_primordia_splits/split_044/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_044/models/selected4/svm/training_summary.json,
351,43,split_044,xgboost,selected4,succeeded,190.9521452113986,3101781,output/all_satisfying_primordia_splits/split_044/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_044/models/selected4/xgboost/training_summary.json,
352,43,split_044,lightgbm,selected4,succeeded,200.82601210847497,3101784,output/all_satisfying_primordia_splits/split_044/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_044/models/selected4/lightgbm/training_summary.json,
353,44,split_045,lr,all,succeeded,201.21176084689796,3101796,output/all_satisfying_primordia_splits/split_045/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_045/models/all/lr/training_summary.json,
354,44,split_045,svm,all,succeeded,167.1361332666129,3101765,output/all_satisfying_primordia_splits/split_045/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_045/models/all/svm/training_summary.json,
355,44,split_045,xgboost,all,succeeded,202.43999613448977,3101780,output/all_satisfying_primordia_splits/split_045/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_045/models/all/xgboost/training_summary.json,
356,44,split_045,lightgbm,all,succeeded,229.97280209325254,3101779,output/all_satisfying_primordia_splits/split_045/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_045/models/all/lightgbm/training_summary.json,
357,44,split_045,lr,selected4,succeeded,209.41817534528673,3101789,output/all_satisfying_primordia_splits/split_045/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_045/models/selected4/lr/training_summary.json,
358,44,split_045,svm,selected4,succeeded,165.1438299715519,3101764,output/all_satisfying_primordia_splits/split_045/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_045/models/selected4/svm/training_summary.json,
359,44,split_045,xgboost,selected4,succeeded,196.38445101305842,3101768,output/all_satisfying_primordia_splits/split_045/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_045/models/selected4/xgboost/training_summary.json,
360,44,split_045,lightgbm,selected4,succeeded,195.8592851217836,3101787,output/all_satisfying_primordia_splits/split_045/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_045/models/selected4/lightgbm/training_summary.json,
361,45,split_046,lr,all,succeeded,205.25263271853328,3101778,output/all_satisfying_primordia_splits/split_046/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_046/models/all/lr/training_summary.json,
362,45,split_046,svm,all,succeeded,172.01307267136872,3101777,output/all_satisfying_primordia_splits/split_046/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_046/models/all/svm/training_summary.json,
363,45,split_046,xgboost,all,succeeded,201.27759457752109,3101800,output/all_satisfying_primordia_splits/split_046/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_046/models/all/xgboost/training_summary.json,
364,45,split_046,lightgbm,all,succeeded,236.2666964419186,3101799,output/all_satisfying_primordia_splits/split_046/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_046/models/all/lightgbm/training_summary.json,
365,45,split_046,lr,selected4,succeeded,215.00429564528167,3101773,output/all_satisfying_primordia_splits/split_046/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_046/models/selected4/lr/training_summary.json,
366,45,split_046,svm,selected4,succeeded,170.01858902536333,3101795,output/all_satisfying_primordia_splits/split_046/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_046/models/selected4/svm/training_summary.json,
367,45,split_046,xgboost,selected4,succeeded,190.2046715784818,3101793,output/all_satisfying_primordia_splits/split_046/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_046/models/selected4/xgboost/training_summary.json,
368,45,split_046,lightgbm,selected4,succeeded,198.93904994614422,3101794,output/all_satisfying_primordia_splits/split_046/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_046/models/selected4/lightgbm/training_summary.json,
369,46,split_047,lr,all,succeeded,202.52859256789088,3101771,output/all_satisfying_primordia_splits/split_047/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_047/models/all/lr/training_summary.json,
370,46,split_047,svm,all,succeeded,168.24978110939264,3101790,output/all_satisfying_primordia_splits/split_047/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_047/models/all/svm/training_summary.json,
371,46,split_047,xgboost,all,succeeded,209.82101505808532,3101767,output/all_satisfying_primordia_splits/split_047/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_047/models/all/xgboost/training_summary.json,
372,46,split_047,lightgbm,all,succeeded,228.8719740882516,3101786,output/all_satisfying_primordia_splits/split_047/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_047/models/all/lightgbm/training_summary.json,
373,46,split_047,lr,selected4,succeeded,208.5294480919838,3101788,output/all_satisfying_primordia_splits/split_047/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_047/models/selected4/lr/training_summary.json,
374,46,split_047,svm,selected4,succeeded,167.792386835441,3101774,output/all_satisfying_primordia_splits/split_047/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_047/models/selected4/svm/training_summary.json,
375,46,split_047,xgboost,selected4,succeeded,184.21469410322607,3101769,output/all_satisfying_primordia_splits/split_047/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_047/models/selected4/xgboost/training_summary.json,
376,46,split_047,lightgbm,selected4,succeeded,194.09429382532835,3101785,output/all_satisfying_primordia_splits/split_047/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_047/models/selected4/lightgbm/training_summary.json,
377,47,split_048,lr,all,succeeded,202.73055473342538,3101782,output/all_satisfying_primordia_splits/split_048/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_048/models/all/lr/training_summary.json,
378,47,split_048,svm,all,succeeded,176.02901406399906,3101783,output/all_satisfying_primordia_splits/split_048/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_048/models/all/svm/training_summary.json,
379,47,split_048,xgboost,all,succeeded,200.08202597685158,3101792,output/all_satisfying_primordia_splits/split_048/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_048/models/all/xgboost/training_summary.json,
380,47,split_048,lightgbm,all,succeeded,236.9409960154444,3101797,output/all_satisfying_primordia_splits/split_048/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_048/models/all/lightgbm/training_summary.json,
381,47,split_048,lr,selected4,succeeded,213.66757280565798,3101775,output/all_satisfying_primordia_splits/split_048/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_048/models/selected4/lr/training_summary.json,
382,47,split_048,svm,selected4,succeeded,172.40062043629587,3101772,output/all_satisfying_primordia_splits/split_048/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_048/models/selected4/svm/training_summary.json,
383,47,split_048,xgboost,selected4,succeeded,190.90055488049984,3101776,output/all_satisfying_primordia_splits/split_048/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_048/models/selected4/xgboost/training_summary.json,
384,47,split_048,lightgbm,selected4,succeeded,200.48457075841725,3101798,output/all_satisfying_primordia_splits/split_048/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_048/models/selected4/lightgbm/training_summary.json,
385,48,split_049,lr,all,succeeded,194.64599781297147,3101781,output/all_satisfying_primordia_splits/split_049/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_049/models/all/lr/training_summary.json,
386,48,split_049,svm,all,succeeded,162.8237906191498,3101765,output/all_satisfying_primordia_splits/split_049/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_049/models/all/svm/training_summary.json,
387,48,split_049,xgboost,all,succeeded,189.5663760304451,3101784,output/all_satisfying_primordia_splits/split_049/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_049/models/all/xgboost/training_summary.json,
388,48,split_049,lightgbm,all,succeeded,227.55545921623707,3101796,output/all_satisfying_primordia_splits/split_049/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_049/models/all/lightgbm/training_summary.json,
389,48,split_049,lr,selected4,succeeded,201.89312723651528,3101764,output/all_satisfying_primordia_splits/split_049/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_049/models/selected4/lr/training_summary.json,
390,48,split_049,svm,selected4,succeeded,163.37839788757265,3101791,output/all_satisfying_primordia_splits/split_049/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_049/models/selected4/svm/training_summary.json,
391,48,split_049,xgboost,selected4,succeeded,181.00340457633138,3101763,output/all_satisfying_primordia_splits/split_049/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_049/models/selected4/xgboost/training_summary.json,
392,48,split_049,lightgbm,selected4,succeeded,191.267272695899,3101780,output/all_satisfying_primordia_splits/split_049/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_049/models/selected4/lightgbm/training_summary.json,
393,49,split_050,lr,all,succeeded,196.33553962036967,3101777,output/all_satisfying_primordia_splits/split_050/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_050/models/all/lr/training_summary.json,
394,49,split_050,svm,all,succeeded,166.05378746800125,3101789,output/all_satisfying_primordia_splits/split_050/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_050/models/all/svm/training_summary.json,
395,49,split_050,xgboost,all,succeeded,197.7009926121682,3101787,output/all_satisfying_primordia_splits/split_050/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_050/models/all/xgboost/training_summary.json,
396,49,split_050,lightgbm,all,succeeded,230.1818350236863,3101768,output/all_satisfying_primordia_splits/split_050/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_050/models/all/lightgbm/training_summary.json,
397,49,split_050,lr,selected4,succeeded,207.32178282737732,3101779,output/all_satisfying_primordia_splits/split_050/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_050/models/selected4/lr/training_summary.json,
398,49,split_050,svm,selected4,succeeded,168.19583674520254,3101795,output/all_satisfying_primordia_splits/split_050/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_050/models/selected4/svm/training_summary.json,
399,49,split_050,xgboost,selected4,succeeded,184.93912653252482,3101778,output/all_satisfying_primordia_splits/split_050/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_050/models/selected4/xgboost/training_summary.json,
400,49,split_050,lightgbm,selected4,succeeded,194.14385818503797,3101800,output/all_satisfying_primordia_splits/split_050/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_050/models/selected4/lightgbm/training_summary.json,
401,50,split_051,lr,all,succeeded,198.87190080061555,3101790,output/all_satisfying_primordia_splits/split_051/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_051/models/all/lr/training_summary.json,
402,50,split_051,svm,all,succeeded,170.64637144468725,3101793,output/all_satisfying_primordia_splits/split_051/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_051/models/all/svm/training_summary.json,
403,50,split_051,xgboost,all,succeeded,196.63913010247052,3101773,output/all_satisfying_primordia_splits/split_051/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_051/models/all/xgboost/training_summary.json,
404,50,split_051,lightgbm,all,succeeded,226.48528049886227,3101774,output/all_satisfying_primordia_splits/split_051/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_051/models/all/lightgbm/training_summary.json,
405,50,split_051,lr,selected4,succeeded,207.14724144898355,3101794,output/all_satisfying_primordia_splits/split_051/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_051/models/selected4/lr/training_summary.json,
406,50,split_051,svm,selected4,succeeded,164.37233487144113,3101771,output/all_satisfying_primordia_splits/split_051/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_051/models/selected4/svm/training_summary.json,
407,50,split_051,xgboost,selected4,succeeded,183.2901655677706,3101799,output/all_satisfying_primordia_splits/split_051/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_051/models/selected4/xgboost/training_summary.json,
408,50,split_051,lightgbm,selected4,succeeded,199.06801873259246,3101769,output/all_satisfying_primordia_splits/split_051/models/selected4/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_051/models/selected4/lightgbm/training_summary.json,
409,51,split_052,lr,all,succeeded,208.74059380032122,3101783,output/all_satisfying_primordia_splits/split_052/models/all/lr/worker.log,output/all_satisfying_primordia_splits/split_052/models/all/lr/training_summary.json,
410,51,split_052,svm,all,succeeded,179.8929677400738,3101785,output/all_satisfying_primordia_splits/split_052/models/all/svm/worker.log,output/all_satisfying_primordia_splits/split_052/models/all/svm/training_summary.json,
411,51,split_052,xgboost,all,succeeded,205.0288679357618,3101767,output/all_satisfying_primordia_splits/split_052/models/all/xgboost/worker.log,output/all_satisfying_primordia_splits/split_052/models/all/xgboost/training_summary.json,
412,51,split_052,lightgbm,all,succeeded,241.06660432368517,3101788,output/all_satisfying_primordia_splits/split_052/models/all/lightgbm/worker.log,output/all_satisfying_primordia_splits/split_052/models/all/lightgbm/training_summary.json,
413,51,split_052,lr,selected4,succeeded,221.04313299246132,3101772,output/all_satisfying_primordia_splits/split_052/models/selected4/lr/worker.log,output/all_satisfying_primordia_splits/split_052/models/selected4/lr/training_summary.json,
414,51,split_052,svm,selected4,succeeded,176.31542423553765,3101782,output/all_satisfying_primordia_splits/split_052/models/selected4/svm/worker.log,output/all_satisfying_primordia_splits/split_052/models/selected4/svm/training_summary.json,
415,51,split_052,xgboost,selected4,succeeded,198.3688904698938,3101765,output/all_satisfying_primordia_splits/split_052/models/selected4/xgboost/worker.log,output/all_satisfying_primordia_splits/split_052/models/selected4/xgboost/training_summary.json,
